Task_name,Participant #,Runtime_mod,Movie_time,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient 1,Gradient 2,Gradient 3
Movie Task-lms,subject006,-7,86.50500209999154,2.800000000000005,4.3000000000000025,3.2999999999999985,8.29999999999999,4.300000000000013,4.700000000000001,3.2000000000000126,2.500000000000012,2.800000000000005,2.7000000000000157,4.0,6.7999999999999945,3.0,8.799999999999986,8.0,7.499999999999993,0,0,0
Movie Task-lms,subject006,-7,143.4310078999988,2.300000000000001,7.0,6.0,4.0,2.900000000000016,7.699999999999992,6.500000000000012,2.799999999999998,3.8000000000000096,2.8000000000000123,8.39999999999999,3.0,5.999999999999998,2.9999999999999982,4.0,6.899999999999996,0,0,0
Movie Task-lms,subject006,-7,156.42537989999983,5.700000000000012,5.0,8.29999999999999,5.700000000000012,7.099999999999993,7.199999999999999,5.2000000000000135,2.0,2.4000000000000012,3.3000000000000127,8.0,5.200000000000017,5.500000000000001,8.0,5.30000000000001,7.699999999999992,0,0,0
Movie Task-lms,subject006,-7,96.37501620000694,4.900000000000015,2.0,3.0,7.0,8.0,8.0,3.700000000000013,3.3000000000000163,3.5000000000000093,2.900000000000016,6.000000000000014,3.0,5.000000000000014,8.199999999999989,4.000000000000006,6.700000000000005,0,0,0
Movie Task-lms,subject006,-7,171.68761569999333,7.0,6.900000000000011,3.0,7.500000000000009,8.600000000000001,7.0,6.500000000000002,4.0,5.0,3.0,10.0,5.400000000000002,5.799999999999999,7.799999999999997,2.0,7.2999999999999945,0,0,0
Movie Task-lms,subject006,-7,6.529190200002631,8.09999999999999,5.900000000000011,4.0,7.2999999999999945,8.299999999999992,7.799999999999993,4.0,7.599999999999991,9.200000000000003,6.400000000000009,3.0,5.899999999999999,4.300000000000017,7.999999999999992,5.30000000000001,7.099999999999994,0,0,0
Movie Task-lms,subject007,-14,220.68565470000613,7.899999999999993,6.599999999999996,3.3000000000000003,9.399999999999995,2.9000000000000123,1.400000000000001,7.0000000000000036,4.20000000000001,4.20000000000001,6.399999999999997,7.299999999999999,4.2000000000000135,2.9000000000000052,1.9000000000000115,4.6000000000000005,1.9999999999999991,0,0,0
Movie Task-lms,subject007,-14,146.131575899999,6.799999999999995,4.300000000000013,4.000000000000013,10.0,2.4999999999999996,2.000000000000015,3.100000000000002,6.800000000000001,8.600000000000001,7.699999999999992,3.6000000000000023,5.899999999999997,4.400000000000003,2.500000000000012,8.100000000000003,4.0,0,0,0
Movie Task-lms,subject007,-14,168.5657082999969,6.899999999999997,3.3999999999999986,8.0,9.699999999999987,3.0,2.0,3.000000000000009,7.200000000000003,9.0,8.999999999999986,5.400000000000006,6.400000000000002,8.699999999999989,5.200000000000001,7.299999999999992,6.0000000000000036,0,0,0
Movie Task-lms,subject007,-14,103.59929260000354,4.200000000000001,6.499999999999998,3.3000000000000003,10.0,3.000000000000009,1.1999999999999975,3.4000000000000092,4.0,3.500000000000002,4.6,3.7000000000000006,5.999999999999998,2.6000000000000014,7.399999999999995,3.600000000000006,4.500000000000018,0,0,0
Movie Task-lms,subject007,-14,191.55114199999662,2.4000000000000012,4.100000000000003,3.100000000000002,8.799999999999988,1.6000000000000152,2.000000000000008,3.099999999999999,2.699999999999999,3.5000000000000164,3.6000000000000023,2.5000000000000155,4.000000000000013,3.4999999999999987,7.200000000000003,7.3000000000000025,3.700000000000013,0,0,0
Movie Task-lms,subject007,-14,21.615222799999174,3.700000000000006,2.900000000000016,2.700000000000005,9.299999999999995,1.5999999999999983,2.300000000000012,3.400000000000013,4.400000000000003,3.300000000000009,4.800000000000002,1.7000000000000153,5.100000000000007,2.100000000000001,6.500000000000005,6.9000000000000075,2.9000000000000004,0,0,0
Movie Task-c4,subject007,5,182.7934258000023,3.0,1.9999999999999991,2.1999999999999993,8.0,1.5999999999999974,1.9999999999999991,2.8000000000000016,3.500000000000013,6.700000000000012,6.299999999999995,2.200000000000001,6.399999999999996,3.100000000000002,8.000000000000004,7.6000000000000085,3.4000000000000163,0,0,0
Movie Task-c4,subject007,5,98.4280926999927,2.2999999999999994,1.5999999999999992,1.4000000000000046,9.1,2.4000000000000012,1.5999999999999974,2.100000000000001,1.9999999999999982,3.099999999999999,6.900000000000004,2.0,7.100000000000003,2.800000000000016,6.899999999999993,4.3000000000000025,2.2999999999999994,0,0,0
Movie Task-c4,subject007,5,87.48514040000737,2.5999999999999988,2.799999999999998,2.900000000000009,7.99999999999999,1.0,2.0,2.9000000000000052,1.9999999999999973,2.8000000000000007,7.100000000000003,3.3000000000000163,6.2000000000000135,2.1999999999999993,7.799999999999991,6.200000000000003,2.700000000000005,0,0,0
Movie Task-c4,subject007,5,189.13258980000683,8.799999999999986,2.7000000000000015,5.900000000000015,9.300000000000002,1.4000000000000081,2.1,3.699999999999999,8.899999999999993,7.89999999999999,9.499999999999988,2.400000000000005,7.000000000000011,6.6000000000000085,6.0000000000000036,9.499999999999991,2.0,0,0,0
Movie Task-c4,subject007,5,132.75445600000967,2.799999999999998,1.600000000000001,2.8000000000000007,8.000000000000004,1.3000000000000154,1.8999999999999984,1.0,3.1999999999999993,3.6000000000000094,7.20000000000001,3.2000000000000126,5.500000000000009,1.2999999999999985,6.20000000000001,7.499999999999994,3.1999999999999984,0,0,0
Movie Task-c4,subject007,5,8.191806499991799,7.6999999999999975,1.400000000000001,3.1999999999999993,5.6000000000000085,2.0000000000000044,1.9999999999999991,2.3000000000000154,7.699999999999991,7.599999999999998,5.700000000000012,6.199999999999996,7.000000000000007,2.100000000000008,4.3000000000000025,8.29999999999999,3.100000000000009,0,0,0
Movie Task-summer,subject007,7,87.74728709999181,3.5000000000000164,1.900000000000015,2.100000000000001,6.699999999999996,2.1999999999999975,2.8000000000000016,2.999999999999999,6.999999999999993,3.0000000000000018,7.600000000000001,3.5000000000000093,5.9999999999999964,2.3000000000000083,7.000000000000007,7.499999999999994,2.699999999999998,0,0,0
Movie Task-summer,subject007,7,143.6633445000043,3.5000000000000093,2.0999999999999983,4.400000000000017,6.0,5.800000000000015,5.800000000000011,7.400000000000006,4.199999999999999,1.900000000000015,5.8999999999999995,6.0000000000000036,2.7000000000000086,3.100000000000009,7.499999999999994,5.899999999999998,6.599999999999997,0,0,0
Movie Task-summer,subject007,7,157.7572855000035,7.99999999999999,7.799999999999997,2.7000000000000157,3.900000000000017,3.000000000000016,2.700000000000012,3.4000000000000092,8.099999999999989,6.399999999999998,7.800000000000004,4.0,6.100000000000014,7.3999999999999915,7.399999999999999,7.699999999999991,4.100000000000017,0,0,0
Movie Task-summer,subject007,7,100.61210900000879,5.6000000000000005,3.5000000000000093,7.100000000000003,6.800000000000008,3.700000000000013,3.7000000000000095,3.5000000000000164,7.599999999999998,6.9,8.099999999999989,5.20000000000001,6.800000000000011,8.399999999999988,5.9000000000000075,6.799999999999997,5.999999999999998,0,0,0
Movie Task-summer,subject007,7,174.25452440000663,5.799999999999998,2.9000000000000052,2.500000000000012,7.499999999999991,1.800000000000008,2.9000000000000123,2.0,5.899999999999999,6.20000000000001,7.499999999999991,3.200000000000002,6.800000000000004,5.899999999999997,3.300000000000002,7.599999999999993,2.4000000000000155,0,0,0
Movie Task-summer,subject007,7,4.345338600003743,2.1000000000000045,2.9000000000000017,2.5000000000000013,5.600000000000005,2.0,1.800000000000001,2.500000000000012,3.900000000000017,1.0000000000000002,7.20000000000001,3.0999999999999983,2.0,2.5000000000000084,5.400000000000009,3.4999999999999996,2.5999999999999988,0,0,0
Movie Task-lms,subject008,12,146.58770919998642,3.1999999999999984,7.499999999999992,4.40000000000001,6.999999999999995,4.400000000000002,9.099999999999987,5.1000000000000005,4.0,2.6000000000000014,2.0,3.900000000000017,3.6000000000000094,3.0,5.600000000000005,8.0,6.999999999999994,0,0,0
Movie Task-lms,subject008,12,164.11340649996419,7.799999999999991,7.0,4.0,8.899999999999988,7.799999999999993,8.299999999999995,6.699999999999994,3.5000000000000164,8.300000000000006,2.899999999999998,1.6999999999999993,7.100000000000003,2.500000000000005,4.100000000000017,7.79999999999999,7.399999999999995,0,0,0
Movie Task-lms,subject008,12,118.89486200001556,8.0,6.999999999999994,8.599999999999994,2.0,7.600000000000005,10.0,6.699999999999997,5.299999999999999,6.700000000000012,3.4000000000000012,7.599999999999991,3.800000000000006,2.8000000000000087,2.0,8.099999999999993,4.400000000000002,0,0,0
Movie Task-lms,subject008,12,113.18903240002692,7.499999999999991,8.0,8.09999999999999,7.899999999999992,10.0,8.79999999999999,3.600000000000013,2.600000000000005,2.9000000000000017,7.400000000000009,9.199999999999989,7.499999999999998,6.0,7.499999999999991,8.0,7.200000000000006,0,0,0
Movie Task-lms,subject008,12,146.0995073999511,7.9000000000000075,8.199999999999989,3.2000000000000126,7.199999999999993,3.0,8.400000000000002,8.400000000000002,3.200000000000016,2.699999999999998,4.0,8.899999999999988,6.699999999999995,3.900000000000001,1.1000000000000152,4.00000000000001,7.799999999999993,0,0,0
Movie Task-lms,subject008,12,5.826084700063802,8.199999999999992,5.100000000000001,2.7000000000000015,3.0,4.200000000000003,7.399999999999999,2.0,8.0,1.9999999999999991,7.800000000000004,2.6000000000000156,3.0,3.3000000000000056,7.399999999999994,3.4999999999999987,3.3000000000000056,0,0,0
Movie Task-summer,subject008,9,96.88047969993204,7.299999999999993,7.79999999999999,6.400000000000013,2.6000000000000156,8.0,6.400000000000013,3.100000000000009,3.0999999999999983,3.000000000000009,7.0,2.200000000000008,3.800000000000006,2.799999999999998,3.800000000000006,2.600000000000012,3.100000000000016,0,0,0
Movie Task-summer,subject008,9,159.54289510007948,8.099999999999996,9.0,4.0,10.0,10.0,7.799999999999993,7.000000000000011,2.599999999999998,1.3000000000000154,6.599999999999996,3.0999999999999983,7.999999999999992,7.199999999999996,8.99999999999999,8.900000000000004,9.0,0,0,0
Movie Task-summer,subject008,9,112.93942199996673,9.8,9.000000000000004,5.600000000000012,9.89999999999999,9.799999999999983,8.599999999999987,5.500000000000005,3.8,1.6000000000000116,3.5000000000000093,2.100000000000008,8.399999999999995,7.800000000000008,9.999999999999996,1.0,7.799999999999991,0,0,0
Movie Task-summer,subject008,9,114.09030209993944,3.5000000000000093,1.0,3.0,7.299999999999995,5.000000000000014,7.500000000000005,1.0,3.1000000000000054,3.300000000000009,1.7000000000000117,2.699999999999998,2.899999999999999,1.0,6.9,1.000000000000001,3.4000000000000057,0,0,0
Movie Task-summer,subject008,9,143.24679850006942,7.599999999999994,8.999999999999996,8.599999999999994,10.0,7.499999999999992,10.0,1.4000000000000152,2.400000000000012,1.900000000000015,2.0,3.0,7.200000000000006,1.2000000000000046,4.200000000000003,1.0,3.4000000000000092,0,0,0
Movie Task-summer,subject008,9,4.560025000013411,4.500000000000014,1.0,7.299999999999994,4.200000000000006,8.499999999999998,6.300000000000006,1.0,1.0,3.5000000000000093,3.6000000000000165,2.100000000000015,2.1999999999999993,1.0,1.0,1.0,2.100000000000008,0,0,0
Movie Task-c4,subject008,8,113.81648399995174,2.4000000000000083,2.3000000000000154,5.6000000000000085,8.0,9.400000000000002,2.1999999999999975,1.900000000000015,7.099999999999996,2.1,5.0,4.20000000000001,2.700000000000012,1.0,1.6000000000000116,1.0,3.4999999999999987,0,0,0
Movie Task-c4,subject008,8,113.33984599995892,3.0,6.399999999999998,2.2999999999999976,3.0,7.199999999999996,3.700000000000013,1.8000000000000151,3.0,8.299999999999988,2.0,2.3999999999999977,3.5000000000000058,2.800000000000016,2.400000000000005,1.5000000000000044,2.0,0,0,0
Movie Task-c4,subject008,8,144.7977145999903,2.8000000000000016,1.6999999999999993,2.3999999999999977,5.7,6.9000000000000075,2.400000000000005,9.0,2.1000000000000045,7.599999999999998,6.499999999999995,1.7999999999999976,2.100000000000008,2.699999999999998,2.1999999999999975,1.8999999999999984,3.0000000000000018,0,0,0
Movie Task-c4,subject008,8,128.5008497000672,2.699999999999999,3.3999999999999995,6.800000000000011,4.800000000000007,4.500000000000011,2.999999999999999,2.5999999999999988,3.4000000000000057,6.699999999999994,3.400000000000002,4.100000000000007,4.20000000000001,2.2999999999999976,2.0000000000000044,1.3000000000000154,2.300000000000001,0,0,0
Movie Task-c4,subject008,8,100.01364180003293,1.1000000000000152,2.800000000000016,3.1,4.800000000000001,6.600000000000005,5.6000000000000085,6.000000000000011,6.199999999999998,5.0,2.699999999999998,3.2000000000000126,3.0000000000000004,5.200000000000017,1.2000000000000153,2.1999999999999993,2.0,0,0,0
Movie Task-c4,subject008,8,5.2908907000673935,3.0000000000000053,3.0000000000000053,3.700000000000001,6.1,7.199999999999995,5.200000000000003,4.300000000000017,3.6000000000000023,5.700000000000012,4.400000000000007,2.3000000000000154,3.799999999999999,3.7000000000000166,5.400000000000016,1.0000000000000047,3.0,0,0,0
Movie Task-summer,subject009,-5,227.74853809992783,10.0,8.699999999999998,4.6000000000000005,10.0,1.5999999999999992,10.0,7.299999999999994,1.0,1.0,3.100000000000001,7.499999999999991,10.0,8.999999999999993,10.0,1.0,8.499999999999988,0,0,0
Movie Task-summer,subject009,-5,116.47480260010343,10.0,8.199999999999992,1.0,8.100000000000007,7.999999999999989,10.0,8.999999999999986,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,7.20000000000001,0,0,0
Movie Task-summer,subject009,-5,148.71766970003955,10.0,10.0,10.0,1.0,1.0,10.0,10.0,1.0,6.9999999999999964,1.0,10.0,10.0,2.800000000000016,10.0,1.0,10.0,0,0,0
Movie Task-summer,subject009,-5,101.96247580007184,10.0,10.0,1.0,1.0,5.300000000000002,10.0,1.0,1.0,1.0,1.0,10.0,10.0,7.999999999999989,4.400000000000007,1.0,1.0,0,0,0
Movie Task-summer,subject009,-5,161.6946067000972,10.0,10.0,7.799999999999994,5.100000000000003,10.0,10.0,7.499999999999994,3.7000000000000166,1.0,4.8000000000000105,3.4000000000000163,8.500000000000005,8.399999999999991,2.2000000000000117,10.0,8.2,0,0,0
Movie Task-summer,subject009,-5,14.739531700033695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
Movie Task-c4,subject009,-10,202.2010581000941,10.0,1.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,5.000000000000018,1.0,1.0,0,0,0
Movie Task-c4,subject009,-10,59.73027389997151,10.0,9.500000000000002,1.0,10.0,10.0,5.200000000000017,1.0,1.0,1.0,1.0,10.0,10.0,10.0,3.2000000000000126,1.0,1.0,0,0,0
Movie Task-c4,subject009,-10,99.29497009993065,10.0,10.0,7.500000000000005,10.0,1.0,10.0,10.0,1.0,1.0,1.0,5.100000000000007,10.0,10.0,5.0,1.0,7.899999999999993,0,0,0
Movie Task-c4,subject009,-10,187.0482771000825,10.0,10.0,5.3999999999999995,10.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,1.4,1.0,6.999999999999995,0,0,0
Movie Task-c4,subject009,-10,68.37029559991788,10.0,4.700000000000002,4.8000000000000025,10.0,1.0,10.0,8.29999999999999,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,7.399999999999994,0,0,0
Movie Task-c4,subject009,-10,6.07392560003791,10.0,8.099999999999993,4.800000000000007,10.0,1.0,5.200000000000001,8.49999999999999,1.0,1.0,1.0,10.0,10.0,10.0,3.0,1.0,8.599999999999998,0,0,0
Movie Task-lms,subject009,-13,162.89971329993568,10.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,10.0,5.7,9.299999999999988,1.0,1.0,0,0,0
Movie Task-lms,subject009,-13,186.46397939999588,10.0,10.0,1.0,5.500000000000009,8.400000000000006,10.0,8.59999999999999,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,0,0,0
Movie Task-lms,subject009,-13,113.04040969989728,6.900000000000011,10.0,8.699999999999987,1.0,1.0,3.200000000000009,10.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,0,0,0
Movie Task-lms,subject009,-13,128.11892209993675,10.0,10.0,1.0,4.400000000000014,10.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,7.89999999999999,1.0,6.799999999999994,0,0,0
Movie Task-lms,subject009,-13,127.73447700007819,10.0,10.0,1.0,5.600000000000016,5.800000000000011,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,0,0,0
Movie Task-lms,subject009,-13,7.165535100037232,1.0,10.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,1.0,10.0,1.0,10.0,4.699999999999999,1.0,1.0,0,0,0
Movie Task-summer,subject010 ,9,213.25978599998052,2.999999999999999,8.69999999999999,8.59999999999999,10.0,3.100000000000002,4.800000000000018,8.0,2.0,4.400000000000002,7.0,1.8000000000000045,6.400000000000013,8.699999999999989,3.4999999999999987,8.899999999999988,10.0,0,0,0
Movie Task-summer,subject010 ,9,63.05049209998106,3.699999999999999,2.5000000000000155,8.0,10.0,6.1,4.300000000000006,1.0,1.9999999999999991,5.500000000000005,3.200000000000001,7.800000000000008,5.100000000000017,8.399999999999991,5.000000000000001,4.400000000000001,4.100000000000017,0,0,0
Movie Task-summer,subject010 ,9,101.54695980000542,4.200000000000002,9.299999999999986,5.500000000000001,10.0,9.399999999999986,9.499999999999986,1.0,3.0999999999999983,6.099999999999997,2.8000000000000007,6.7999999999999945,9.199999999999992,10.0,8.0,8.0,1.900000000000015,0,0,0
Movie Task-summer,subject010 ,9,189.7324091999908,3.7000000000000006,6.9999999999999964,1.900000000000015,4.800000000000003,1.0,4.100000000000001,1.0,2.0,5.0,1.0,5.000000000000002,6.10000000000001,1.0,6.399999999999999,2.800000000000005,1.9000000000000008,0,0,0
Movie Task-summer,subject010 ,9,68.25386259998777,2.0,3.4999999999999987,2.700000000000012,3.4999999999999982,1.0,3.7000000000000095,2.4000000000000083,1.0,5.000000000000002,2.1000000000000116,5.000000000000011,1.800000000000008,1.0,5.100000000000014,1.0,1.1999999999999993,0,0,0
Movie Task-summer,subject010 ,9,5.559570600016741,1.3999999999999986,8.0,1.4000000000000046,1.3999999999999986,1.2999999999999985,4.000000000000017,1.0,1.0,8.999999999999993,1.0,5.100000000000014,1.8000000000000116,1.0,6.0000000000000036,2.0,1.0,0,0,0
Movie Task-c4,subject010 ,5,106.69497000001138,3.700000000000013,6.3000000000000025,1.0,9.999999999999986,5.500000000000005,7.399999999999995,2.7000000000000086,2.2999999999999976,7.599999999999991,6.399999999999996,2.5999999999999988,5.100000000000003,6.100000000000003,10.0,2.3,1.0,0,0,0
Movie Task-c4,subject010 ,5,189.60180149998632,2.1999999999999984,8.0,2.899999999999999,9.0,1.4999999999999993,2.799999999999999,7.000000000000007,1.2000000000000153,8.99999999999999,1.7999999999999994,5.100000000000007,7.100000000000003,6.600000000000005,8.699999999999994,2.699999999999998,1.4999999999999976,0,0,0
Movie Task-c4,subject010 ,5,156.97440430001006,2.0,8.600000000000005,5.6000000000000085,10.0,2.900000000000016,3.0000000000000053,6.20000000000001,1.9999999999999973,8.89999999999999,6.000000000000011,3.5000000000000004,7.399999999999999,6.399999999999995,9.099999999999987,3.9000000000000026,4.000000000000006,0,0,0
Movie Task-c4,subject010 ,5,128.95144269999582,1.900000000000008,7.900000000000004,1.0,8.400000000000006,2.600000000000005,2.099999999999999,6.299999999999999,1.0,9.499999999999988,1.9999999999999973,5.3999999999999995,3.2999999999999985,7.599999999999994,8.699999999999987,2.0999999999999974,1.0000000000000153,0,0,0
Movie Task-c4,subject010 ,5,118.46055339998566,2.2,7.6000000000000085,1.0,10.0,2.2999999999999985,3.8000000000000096,7.30000000000001,1.0,9.500000000000002,4.299999999999999,5.100000000000017,4.5000000000000036,8.800000000000004,9.0,1.0999999999999985,2.0000000000000044,0,0,0
Movie Task-c4,subject010 ,5,7.380160700005945,1.5999999999999983,7.499999999999994,1.700000000000001,9.799999999999983,2.7000000000000006,2.5000000000000155,6.9999999999999964,1.3999999999999995,9.799999999999983,4.30000000000001,5.100000000000014,4.200000000000017,8.999999999999986,9.699999999999987,2.8000000000000016,1.600000000000001,0,0,0
Movie Task-lms,subject010 ,10,117.06283700000495,2.0,6.199999999999996,3.0,8.200000000000003,2.800000000000016,3.3000000000000127,3.099999999999999,2.2000000000000046,8.799999999999997,2.3000000000000083,5.0000000000000036,4.40000000000001,6.4999999999999964,7.799999999999991,2.0999999999999983,3.8000000000000016,0,0,0
Movie Task-lms,subject010 ,10,112.37176919999183,3.6000000000000165,8.300000000000002,8.299999999999992,9.799999999999994,3.2000000000000055,4.70000000000001,4.300000000000001,2.0,6.200000000000003,4.1,8.299999999999992,5.900000000000004,8.999999999999988,2.800000000000005,5.700000000000012,7.799999999999994,0,0,0
Movie Task-lms,subject010 ,10,142.17963970001438,2.000000000000015,8.0,7.999999999999993,8.0,4.0,3.6000000000000094,5.0,2.1000000000000045,7.999999999999993,4.000000000000003,7.799999999999991,7.0000000000000036,7.600000000000001,3.5000000000000058,3.2999999999999985,2.2999999999999994,0,0,0
Movie Task-lms,subject010 ,10,126.3832442999992,1.5000000000000115,6.499999999999995,5.700000000000005,8.0,1.8999999999999992,1.5,4.700000000000001,1.4999999999999976,4.600000000000007,5.000000000000014,6.2000000000000135,6.199999999999996,4.10000000000001,8.29999999999999,1.4000000000000117,3.0000000000000018,0,0,0
Movie Task-lms,subject010 ,10,97.27671930001816,6.30000000000001,5.899999999999998,8.699999999999994,8.400000000000006,2.3000000000000003,6.2000000000000135,4.000000000000013,6.0,8.49999999999999,6.600000000000005,4.000000000000006,7.0999999999999925,8.099999999999989,4.700000000000003,8.699999999999989,7.600000000000005,0,0,0
Movie Task-lms,subject010 ,10,3.8578941999876406,8.200000000000003,6.499999999999997,7.799999999999993,10.0,2.100000000000015,3.900000000000006,2.799999999999998,4.000000000000003,6.399999999999997,6.600000000000001,3.9000000000000017,6.500000000000005,7.8999999999999915,3.9,7.399999999999993,6.800000000000001,0,0,0
Movie Task-lms,subject011,-10,220.51379540000926,5.300000000000001,7.299999999999992,3.6000000000000094,8.499999999999995,8.200000000000003,4.500000000000002,7.500000000000005,2.3000000000000003,1.800000000000008,4.900000000000002,5.599999999999999,6.499999999999996,4.700000000000006,3.100000000000016,6.799999999999996,6.999999999999994,0,0,0
Movie Task-lms,subject011,-10,119.86193210000056,6.199999999999999,6.500000000000005,6.699999999999994,7.399999999999994,7.799999999999993,4.7000000000000135,7.899999999999993,3.0000000000000053,2.3000000000000083,4.800000000000002,6.400000000000002,5.9999999999999964,6.10000000000001,6.200000000000006,6.1,7.099999999999993,0,0,0
Movie Task-lms,subject011,-10,143.39740789998905,3.7000000000000015,6.6999999999999975,6.699999999999994,6.000000000000011,6.899999999999993,3.6000000000000005,4.500000000000018,3.900000000000017,2.799999999999999,4.400000000000007,4.199999999999999,2.8999999999999977,5.9000000000000075,6.400000000000013,4.600000000000001,4.8000000000000025,0,0,0
Movie Task-lms,subject011,-10,98.66061049999553,6.600000000000012,6.0000000000000036,4.800000000000018,5.300000000000002,5.400000000000002,4.700000000000001,5.000000000000018,7.0,6.4999999999999964,4.900000000000002,6.399999999999997,6.400000000000013,7.3999999999999915,5.700000000000008,6.800000000000001,7.199999999999996,0,0,0
Movie Task-lms,subject011,-10,157.7919491000066,6.499999999999997,6.999999999999996,7.099999999999996,6.899999999999993,6.1999999999999975,4.60000000000001,6.900000000000011,6.799999999999997,6.500000000000009,6.000000000000014,4.8999999999999995,6.299999999999996,6.799999999999997,5.800000000000011,7.099999999999994,6.9000000000000075,0,0,0
Movie Task-lms,subject011,-10,9.989283700007945,1.7999999999999994,1.9000000000000044,2.2000000000000153,1.3000000000000083,1.6999999999999975,1.600000000000008,2.6000000000000156,1.500000000000008,1.8999999999999984,2.000000000000008,5.000000000000011,1.0,2.300000000000001,5.0,1.6999999999999984,2.8000000000000016,0,0,0
Movie Task-c4,subject011,14,166.65120860000025,5.7,6.299999999999997,7.699999999999994,6.700000000000012,4.1,4.500000000000014,6.0000000000000036,6.600000000000012,4.8000000000000105,5.700000000000008,4.500000000000002,5.800000000000008,7.099999999999993,4.9,5.500000000000012,5.499999999999998,0,0,0
Movie Task-c4,subject011,14,68.55445970001165,4.700000000000001,7.0999999999999925,5.800000000000011,4.400000000000002,5.2000000000000135,5.9999999999999964,7.000000000000007,5.9,4.500000000000018,5.199999999999999,5.800000000000008,5.799999999999999,5.699999999999998,5.3,5.899999999999998,6.499999999999995,0,0,0
Movie Task-c4,subject011,14,221.0746631999791,6.400000000000009,6.400000000000006,6.0000000000000036,5.000000000000003,6.4999999999999964,4.900000000000015,6.500000000000012,5.799999999999997,4.400000000000001,5.900000000000015,6.200000000000003,6.6999999999999975,6.2000000000000135,4.8000000000000025,5.800000000000001,6.0,0,0,0
Movie Task-c4,subject011,14,75.8944878000184,6.500000000000002,7.499999999999993,5.500000000000009,4.900000000000002,4.700000000000003,5.600000000000005,5.800000000000011,6.199999999999998,4.9000000000000075,6.299999999999995,5.600000000000016,6.10000000000001,5.799999999999998,5.700000000000012,5.6999999999999975,6.500000000000009,0,0,0
Movie Task-c4,subject011,14,126.61733900001855,6.20000000000001,6.999999999999993,5.6,4.5000000000000036,4.400000000000003,6.499999999999996,6.899999999999996,6.299999999999999,6.500000000000005,6.199999999999997,3.100000000000009,6.200000000000006,6.500000000000009,5.500000000000016,6.499999999999996,6.499999999999997,0,0,0
Movie Task-c4,subject011,14,7.231191200000467,7.100000000000003,7.100000000000003,5.400000000000001,6.499999999999996,3.9000000000000017,7.099999999999996,7.099999999999994,5.900000000000004,6.299999999999998,4.500000000000007,5.4,4.500000000000018,4.7000000000000135,5.499999999999999,5.400000000000001,6.499999999999997,0,0,0
Movie Task-summer,subject011,-5,164.53307330000098,6.599999999999996,7.199999999999994,5.900000000000004,5.400000000000009,5.700000000000012,6.0,6.799999999999996,4.500000000000002,4.6000000000000005,5.400000000000009,5.400000000000013,7.0,6.0,7.499999999999991,4.6,6.700000000000005,0,0,0
Movie Task-summer,subject011,-5,157.8245745000022,7.0,6.499999999999995,6.099999999999996,6.20000000000001,6.599999999999998,5.2,6.799999999999997,3.400000000000013,5.300000000000006,4.000000000000002,4.700000000000006,5.9000000000000075,6.0,7.499999999999994,5.3,6.399999999999996,0,0,0
Movie Task-summer,subject011,-5,122.51418580001337,6.300000000000013,7.799999999999997,5.100000000000002,5.499999999999999,3.8000000000000096,5.8999999999999995,6.400000000000002,4.000000000000003,3.700000000000013,4.5000000000000036,4.000000000000006,4.3000000000000025,5.800000000000004,8.199999999999989,6.300000000000006,5.000000000000011,0,0,0
Movie Task-summer,subject011,-5,127.41629540000577,5.800000000000004,5.800000000000011,6.499999999999995,5.700000000000015,6.6999999999999975,4.60000000000001,5.999999999999999,3.5000000000000164,3.4000000000000057,5.399999999999999,4.700000000000006,5.899999999999998,6.000000000000007,7.599999999999994,6.899999999999995,6.100000000000014,0,0,0
Movie Task-summer,subject011,-5,127.48453019998851,5.999999999999998,6.4999999999999964,6.899999999999996,5.500000000000009,5.999999999999998,6.099999999999999,5.899999999999997,3.7000000000000166,4.200000000000002,6.399999999999995,6.400000000000002,5.7,5.500000000000012,7.000000000000007,4.300000000000017,6.999999999999993,0,0,0
Movie Task-summer,subject011,-5,6.567618600005517,5.200000000000001,4.900000000000002,6.300000000000013,4.1,4.0,6.000000000000011,4.7000000000000135,6.699999999999994,5.5,4.1,5.000000000000007,5.700000000000005,5.200000000000001,6.30000000000001,5.100000000000001,5.800000000000004,0,0,0
