METADATA:
Experiment Seed,Subject
3883446,Enter Name Here
Time after setup,2.4324935000622645
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task
Start Time,5.9522108000237495
Movie Task Start,5.9525442000012845,,,,Movie Task,1,Enter Name Here,,,
Movie Init,6.433587300009094,,,,Movie Task,1,Enter Name Here,,,
Movie Start,6.458722400013357,,,,Movie Task,1,Enter Name Here,,gump.mp4,
