METADATA:
Experiment Seed,Probe 1 Version,Probe 2 Version,Probe 3 Version,Subject
5293017,1,13,0,subject059
Time after setup,30.003602999961004
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task
Start Time,49.8780028000474
Movie Task Start,49.87803879997227,,,,Movie Task,1,1,,,
Movie Init,62.75174209999386,,,,Movie Task,1,1,,,
Movie Start,62.77128869993612,,,,Movie Task,1,1,,lms.mp4,
ESQ,209.0563449000474,,Words_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,217.72113770002034,,Words_response,8.49999999999999,Movie Task,1,1,,Marker Started at 4,Movie Task-lms
ESQ,217.72283179999795,,Distracting_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,224.44250749994535,,Distracting_response,2.0999999999999983,Movie Task,1,1,,Marker Started at 4,Movie Task-lms
ESQ,224.44424089998938,,Future_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,230.88125139998738,,Future_response,8.89999999999999,Movie Task,1,1,,Marker Started at 6,Movie Task-lms
ESQ,230.88247970002703,,Focus_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,238.00342850002926,,Focus_response,7.0000000000000036,Movie Task,1,1,,Marker Started at 8,Movie Task-lms
ESQ,238.00507640000433,,Knowledge_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,245.76068549999036,,Knowledge_response,8.699999999999994,Movie Task,1,1,,Marker Started at 7,Movie Task-lms
ESQ,245.7623402000172,,Detailed_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,253.18245269998442,,Detailed_response,8.09999999999999,Movie Task,1,1,,Marker Started at 2,Movie Task-lms
ESQ,253.18377120001242,,Deliberate_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,257.8363703000359,,Deliberate_response,4.000000000000006,Movie Task,1,1,,Marker Started at 7,Movie Task-lms
ESQ,257.83838359999936,,Problem_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,263.92447660001926,,Problem_response,2.899999999999998,Movie Task,1,1,,Marker Started at 5,Movie Task-lms
ESQ,263.9262177000055,,Past_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,269.1284876000136,,Past_response,2.000000000000015,Movie Task,1,1,,Marker Started at 10,Movie Task-lms
ESQ,269.1297909000423,,Images_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,275.63353580003604,,Images_response,6.399999999999998,Movie Task,1,1,,Marker Started at 2,Movie Task-lms
ESQ,275.6352061999496,,Self_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,278.1864901999943,,Self_response,9.0,Movie Task,1,1,,Marker Started at 9,Movie Task-lms
ESQ,278.1884030000074,,Other_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,282.7081873000134,,Other_response,5.999999999999999,Movie Task,1,1,,Marker Started at 2,Movie Task-lms
ESQ,282.70980389998294,,Absorption_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,286.82657509995624,,Absorption_response,8.499999999999995,Movie Task,1,1,,Marker Started at 7,Movie Task-lms
ESQ,286.8276900999481,,Sounds_start,,Movie Task,1,1,,,Movie Task-lms
ESQ,290.9135748000117,,Sounds_response,2.899999999999998,Movie Task,1,1,,Marker Started at 5,Movie Task-lms
