METADATA:
Experiment Seed,Subject
2085487,Enter Name Here
Time after setup,28.628911600098945
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
 
Runtime Mod,-13
EXPERIMENT DATA:,Movie Task
Start Time,45.66167390008923
ESQ,130.22562630008906,,Distracting_response,3.0,Movie Task,1,Enter Name Here,,Marker Started at 3,Movie Task-gump
ESQ,131.32573500007857,,Other_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,132.39199949998874,,Past_response,7.0,Movie Task,1,Enter Name Here,,Marker Started at 7,Movie Task-gump
ESQ,133.60845890000928,,Deliberate_response,9.0,Movie Task,1,Enter Name Here,,Marker Started at 9,Movie Task-gump
ESQ,134.75817600009032,,Sounds_response,10.0,Movie Task,1,Enter Name Here,,Marker Started at 10,Movie Task-gump
ESQ,136.72564700001385,,Problem_response,9.0,Movie Task,1,Enter Name Here,,Marker Started at 9,Movie Task-gump
ESQ,137.75809210003354,,Detailed_response,9.0,Movie Task,1,Enter Name Here,,Marker Started at 9,Movie Task-gump
ESQ,138.9921288000187,,Future_response,3.0,Movie Task,1,Enter Name Here,,Marker Started at 3,Movie Task-gump
ESQ,140.1083311000839,,Knowledge_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,141.38996579998638,,Self_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,142.64190610009246,,Intrusive_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,143.92539170000236,,Words_response,4.0,Movie Task,1,Enter Name Here,,Marker Started at 4,Movie Task-gump
ESQ,145.14268490008544,,Emotion_response,5.0,Movie Task,1,Enter Name Here,,Marker Started at 5,Movie Task-gump
ESQ,146.29156220005825,,Focus_response,4.0,Movie Task,1,Enter Name Here,,Marker Started at 4,Movie Task-gump
ESQ,147.42610100004822,,Images_response,3.0,Movie Task,1,Enter Name Here,,Marker Started at 3,Movie Task-gump
ESQ,148.57495370006654,,Absorption_response,5.0,Movie Task,1,Enter Name Here,,Marker Started at 5,Movie Task-gump
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,148.60753999999724,,,,,,,,,
ESQ,313.2379370999988,,Sounds_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,314.45569660002366,,Self_response,5.0,Movie Task,1,Enter Name Here,,Marker Started at 5,Movie Task-gump
ESQ,315.5387240999844,,Other_response,8.0,Movie Task,1,Enter Name Here,,Marker Started at 8,Movie Task-gump
ESQ,316.7389648000244,,Images_response,4.0,Movie Task,1,Enter Name Here,,Marker Started at 4,Movie Task-gump
ESQ,317.9057960000355,,Emotion_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,319.0890314000426,,Focus_response,4.0,Movie Task,1,Enter Name Here,,Marker Started at 4,Movie Task-gump
ESQ,320.15596110001206,,Future_response,4.0,Movie Task,1,Enter Name Here,,Marker Started at 4,Movie Task-gump
ESQ,321.30611820006743,,Knowledge_response,8.0,Movie Task,1,Enter Name Here,,Marker Started at 8,Movie Task-gump
ESQ,322.3725437000394,,Problem_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,323.4049488999881,,Absorption_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,324.5559454000322,,Intrusive_response,3.0,Movie Task,1,Enter Name Here,,Marker Started at 3,Movie Task-gump
ESQ,325.6886997000547,,Words_response,5.0,Movie Task,1,Enter Name Here,,Marker Started at 5,Movie Task-gump
ESQ,326.7216865000082,,Past_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,327.8720811000094,,Distracting_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,329.05564750009216,,Detailed_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,330.27275870006997,,Deliberate_response,3.0,Movie Task,1,Enter Name Here,,Marker Started at 3,Movie Task-gump
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,330.304511000053,,,,,,,,,
ESQ,491.70302190002985,,Past_response,5.0,Movie Task,1,Enter Name Here,,Marker Started at 5,Movie Task-gump
ESQ,492.9370043000672,,Emotion_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,494.10278950002976,,Focus_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,495.2357500999933,,Other_response,7.0,Movie Task,1,Enter Name Here,,Marker Started at 7,Movie Task-gump
ESQ,496.43581870000344,,Sounds_response,9.0,Movie Task,1,Enter Name Here,,Marker Started at 9,Movie Task-gump
ESQ,497.6710261000553,,Words_response,4.0,Movie Task,1,Enter Name Here,,Marker Started at 4,Movie Task-gump
ESQ,498.8190733999945,,Future_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,500.0031386000337,,Distracting_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,501.1869161000941,,Detailed_response,4.0,Movie Task,1,Enter Name Here,,Marker Started at 4,Movie Task-gump
ESQ,502.2187524000183,,Intrusive_response,8.0,Movie Task,1,Enter Name Here,,Marker Started at 8,Movie Task-gump
ESQ,503.4200574000133,,Self_response,8.0,Movie Task,1,Enter Name Here,,Marker Started at 8,Movie Task-gump
ESQ,504.602169000078,,Deliberate_response,5.0,Movie Task,1,Enter Name Here,,Marker Started at 5,Movie Task-gump
ESQ,505.8198815000942,,Images_response,9.0,Movie Task,1,Enter Name Here,,Marker Started at 9,Movie Task-gump
ESQ,506.86875730007887,,Absorption_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,507.9858555000974,,Problem_response,8.0,Movie Task,1,Enter Name Here,,Marker Started at 8,Movie Task-gump
ESQ,509.21887280000374,,Knowledge_response,8.0,Movie Task,1,Enter Name Here,,Marker Started at 8,Movie Task-gump
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,509.25199800007977,,,,,,,,,
ESQ,673.917420300073,,Problem_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,675.1668743999908,,Focus_response,10.0,Movie Task,1,Enter Name Here,,Marker Started at 10,Movie Task-gump
ESQ,676.3840458000777,,Sounds_response,7.0,Movie Task,1,Enter Name Here,,Marker Started at 7,Movie Task-gump
ESQ,677.6161658000201,,Past_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,678.7670249000657,,Words_response,2.0,Movie Task,1,Enter Name Here,,Marker Started at 2,Movie Task-gump
ESQ,680.0170777000021,,Absorption_response,10.0,Movie Task,1,Enter Name Here,,Marker Started at 10,Movie Task-gump
ESQ,681.266977100051,,Detailed_response,4.0,Movie Task,1,Enter Name Here,,Marker Started at 4,Movie Task-gump
ESQ,682.5334485000931,,Knowledge_response,8.0,Movie Task,1,Enter Name Here,,Marker Started at 8,Movie Task-gump
ESQ,683.8658253999893,,Deliberate_response,9.0,Movie Task,1,Enter Name Here,,Marker Started at 9,Movie Task-gump
ESQ,684.9481365000829,,Other_response,3.0,Movie Task,1,Enter Name Here,,Marker Started at 3,Movie Task-gump
ESQ,686.1164377999958,,Intrusive_response,8.0,Movie Task,1,Enter Name Here,,Marker Started at 8,Movie Task-gump
ESQ,687.1489166000392,,Future_response,10.0,Movie Task,1,Enter Name Here,,Marker Started at 10,Movie Task-gump
ESQ,688.3838373000035,,Emotion_response,9.0,Movie Task,1,Enter Name Here,,Marker Started at 9,Movie Task-gump
ESQ,689.6496799000306,,Self_response,3.0,Movie Task,1,Enter Name Here,,Marker Started at 3,Movie Task-gump
ESQ,690.6825540000573,,Images_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
ESQ,691.9321643000003,,Distracting_response,6.0,Movie Task,1,Enter Name Here,,Marker Started at 6,Movie Task-gump
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,691.9651451000245,,,,,,,,,
