METADATA:,,,,,,,,,,
Experiment Seed,Probe 1 Version,Probe 2 Version,Probe 3 Version,Subject,,,,,,
6602031,0,0,1,Subject050,,,,,,
Time after setup,29.5895552,,,,,,,,,
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task,,,,,,,,,
ESQ,2015.143394,,Images_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2019.213859,,Images_response,8.3,Movie Task,1,0,,Marker Started at 8,Movie Task-summer
ESQ,2019.214634,,Words_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2022.782309,,Words_response,10,Movie Task,1,0,,Marker Started at 2,Movie Task-summer
ESQ,2022.783202,,Knowledge_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2025.300699,,Knowledge_response,9,Movie Task,1,0,,Marker Started at 9,Movie Task-summer
ESQ,2025.301214,,Self_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2029.303683,,Self_response,1,Movie Task,1,0,,Marker Started at 9,Movie Task-summer
ESQ,2029.304315,,Distracting_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2033.105917,,Distracting_response,1,Movie Task,1,0,,Marker Started at 10,Movie Task-summer
ESQ,2033.106701,,Focus_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2037.076017,,Focus_response,1.3,Movie Task,1,0,,Marker Started at 5,Movie Task-summer
Movie prompt 2 summer.mp4,2037.094894,,,,Movie Task,1,0,,0,
ESQ,2131.372997,,Knowledge_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2137.324856,,Knowledge_response,9,Movie Task,1,0,,Marker Started at 9,Movie Task-summer
ESQ,2137.325399,,Intrusive_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2139.658964,,Intrusive_response,1,Movie Task,1,0,,Marker Started at 3,Movie Task-summer
ESQ,2139.659654,,Other_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2142.143678,,Other_response,9,Movie Task,1,0,,Marker Started at 9,Movie Task-summer
ESQ,2142.144384,,Distracting_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2144.762909,,Distracting_response,1,Movie Task,1,0,,Marker Started at 5,Movie Task-summer
ESQ,2144.763633,,Self_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2148.265891,,Self_response,1,Movie Task,1,0,,Marker Started at 10,Movie Task-summer
ESQ,2148.266587,,Problem_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2152.319387,,Problem_response,1.1,Movie Task,1,0,,Marker Started at 4,Movie Task-summer
ESQ,2152.320072,,Deliberate_start,,Movie Task,1,0,,,Movie Task-summer
ESQ,2159.040646,,Deliberate_response,5.9,Movie Task,1,0,,Marker Started at 5,Movie Task-summer
