METADATA:
Experiment Seed,Probe 1 Version,Probe 2 Version,Probe 3 Version,Subject
7195707,12,0,7,027
Time after setup,19.91212190000806
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task
Start Time,51.8951478000381
Movie Task Start,51.895187100046314,,,,Movie Task,1,12,,,
Movie Init,74.0635983000393,,,,Movie Task,1,12,,,
Movie Start,74.07301460002782,,,,Movie Task,1,12,,c4.mp4,
ESQ,261.83467330003623,,Absorption_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,293.0009037000127,,Absorption_response,7.599999999999998,Movie Task,1,12,,Marker Started at 7,Movie Task-c4
ESQ,293.002518000023,,Future_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,302.7589186000405,,Future_response,3.0000000000000124,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,302.7593692000373,,Deliberate_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,314.8512393000419,,Deliberate_response,6.500000000000002,Movie Task,1,12,,Marker Started at 7,Movie Task-c4
ESQ,314.8526577000157,,Focus_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,318.9544363000314,,Focus_response,7.0,Movie Task,1,12,,Marker Started at 7,Movie Task-c4
ESQ,318.95602620003046,,Knowledge_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,327.8454503000248,,Knowledge_response,8.999999999999996,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,327.84674050001195,,Problem_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,340.45335700002033,,Problem_response,3.0000000000000124,Movie Task,1,12,,Marker Started at 9,Movie Task-c4
ESQ,340.45408580004005,,Emotion_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,354.08308260003105,,Emotion_response,5.000000000000002,Movie Task,1,12,,Marker Started at 8,Movie Task-c4
ESQ,354.0847261000308,,Detailed_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,359.75363370002015,,Detailed_response,1.0,Movie Task,1,12,,Marker Started at 10,Movie Task-c4
ESQ,359.7551880000392,,Distracting_start,,Movie Task,1,12,,,Movie Task-c4
ESQ,368.7433882000041,,Distracting_response,7.500000000000009,Movie Task,1,12,,Marker Started at 10,Movie Task-c4
