METADATA:,,,,,,,,,,
Experiment Seed,Probe 1 Version,Probe 2 Version,Probe 3 Version,Subject,,,,,,
ESQ,312.6558448,,Problem_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,323.8305886,,Problem_response,1.5,Movie Task,1,5,,Marker Started at 7,Movie Task-summer
ESQ,323.8319181,,Images_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,327.7163222,,Images_response,4,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,327.7179669,,Detailed_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,336.0061748,,Detailed_response,3.1,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,336.0077596,,Absorption_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,343.0294194,,Absorption_response,4,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
ESQ,343.0307733,,Emotion_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,349.1002864,,Emotion_response,7.9,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
ESQ,349.1007978,,Other_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,354.5216244,,Other_response,10,Movie Task,1,5,,Marker Started at 9,Movie Task-summer
ESQ,354.5231613,,Focus_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,362.7937919,,Focus_response,5.1,Movie Task,1,5,,Marker Started at 7,Movie Task-summer
Movie prompt 1 summer.mp4,362.8280804,,,,Movie Task,1,5,,0,
ESQ,491.3903633,,Deliberate_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,499.1203051,,Deliberate_response,8.4,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,499.1217528,,Detailed_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,504.2071166,,Detailed_response,7.1,Movie Task,1,5,,Marker Started at 8,Movie Task-summer
ESQ,504.2076257,,Problem_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,510.7440475,,Problem_response,7.2,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,510.745618,,Absorption_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,516.0803583,,Absorption_response,7,Movie Task,1,5,,Marker Started at 6,Movie Task-summer
ESQ,516.0819708,,Words_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,522.3366268,,Words_response,6.2,Movie Task,1,5,,Marker Started at 9,Movie Task-summer
ESQ,522.3370873,,Focus_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,532.0777793,,Focus_response,3.8,Movie Task,1,5,,Marker Started at 7,Movie Task-summer
ESQ,532.0794953,,Other_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,537.1150296,,Other_response,8.6,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,537.1165683,,Emotion_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,544.6542444,,Emotion_response,6.7,Movie Task,1,5,,Marker Started at 9,Movie Task-summer
ESQ,544.6555596,,Distracting_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,551.042623,,Distracting_response,1,Movie Task,1,5,,Marker Started at 6,Movie Task-summer
ESQ,551.0431633,,Sounds_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,557.6649834,,Sounds_response,3.9,Movie Task,1,5,,Marker Started at 6,Movie Task-summer
ESQ,557.6654839,,Intrusive_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,566.1709875,,Intrusive_response,2.6,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,566.172626,,Past_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,573.3100847,,Past_response,4,Movie Task,1,5,,Marker Started at 9,Movie Task-summer
ESQ,573.3106387,,Images_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,576.9302983,,Images_response,3,Movie Task,1,5,,Marker Started at 6,Movie Task-summer
ESQ,576.9309489,,Knowledge_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,583.5201431,,Knowledge_response,7.2,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,583.5217739,,Future_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,588.3047778,,Future_response,8.6,Movie Task,1,5,,Marker Started at 9,Movie Task-summer
ESQ,588.3061014,,Self_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,593.6764206,,Self_response,6.7,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
Movie prompt 2 summer.mp4,593.6936584,,,,Movie Task,1,5,,0,
ESQ,703.910263,,Absorption_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,708.1168293,,Absorption_response,8,Movie Task,1,5,,Marker Started at 3,Movie Task-summer
ESQ,708.118162,,Emotion_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,710.8197334,,Emotion_response,2,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
ESQ,710.8212843,,Future_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,715.7072209,,Future_response,8.3,Movie Task,1,5,,Marker Started at 9,Movie Task-summer
ESQ,715.7078439,,Sounds_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,718.3408022,,Sounds_response,3,Movie Task,1,5,,Marker Started at 3,Movie Task-summer
ESQ,718.3424243,,Focus_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,724.8967469,,Focus_response,3.8,Movie Task,1,5,,Marker Started at 10,Movie Task-summer
ESQ,724.8983583,,Distracting_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,730.1174723,,Distracting_response,1,Movie Task,1,5,,Marker Started at 7,Movie Task-summer
ESQ,730.1181118,,Images_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,734.4043128,,Images_response,5.3,Movie Task,1,5,,Marker Started at 3,Movie Task-summer
ESQ,734.4058429,,Past_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,739.6411467,,Past_response,7.4,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,739.6416589,,Intrusive_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,742.4604762,,Intrusive_response,2.2,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,742.4620415,,Deliberate_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,746.5973502,,Deliberate_response,3,Movie Task,1,5,,Marker Started at 3,Movie Task-summer
ESQ,746.5989289,,Detailed_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,752.4851271,,Detailed_response,6,Movie Task,1,5,,Marker Started at 10,Movie Task-summer
ESQ,752.4939281,,Self_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,756.2549881,,Self_response,5.9,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
ESQ,756.2565577,,Words_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,760.1897405,,Words_response,7.1,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,760.1904154,,Other_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,763.9272856,,Other_response,9.7,Movie Task,1,5,,Marker Started at 8,Movie Task-summer
ESQ,763.9286282,,Problem_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,768.6473619,,Problem_response,2.9,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,768.6488965,,Knowledge_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,774.4356407,,Knowledge_response,1.9,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
Movie prompt 3 summer.mp4,774.4530808,,,,Movie Task,1,5,,0,
ESQ,960.5959546,,Future_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,966.5054754,,Future_response,8.3,Movie Task,1,5,,Marker Started at 10,Movie Task-summer
ESQ,966.5068366,,Knowledge_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,971.0412032,,Knowledge_response,4.1,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
ESQ,971.0426095,,Past_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,976.7954315,,Past_response,6.7,Movie Task,1,5,,Marker Started at 8,Movie Task-summer
ESQ,976.7965395,,Words_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,982.1179822,,Words_response,6.7,Movie Task,1,5,,Marker Started at 7,Movie Task-summer
ESQ,982.1193429,,Focus_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,985.5692448,,Focus_response,3.3,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,985.5707928,,Detailed_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,992.574685,,Detailed_response,8.4,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
ESQ,992.5753617,,Other_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,997.5290404,,Other_response,8,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,997.5297205,,Distracting_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1002.233668,,Distracting_response,1.8,Movie Task,1,5,,Marker Started at 3,Movie Task-summer
ESQ,1002.234845,,Images_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1007.136289,,Images_response,7.2,Movie Task,1,5,,Marker Started at 9,Movie Task-summer
ESQ,1007.138002,,Problem_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1010.472129,,Problem_response,8,Movie Task,1,5,,Marker Started at 8,Movie Task-summer
ESQ,1010.473374,,Self_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1013.325146,,Self_response,4,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,1013.326916,,Absorption_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1018.396604,,Absorption_response,6.4,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,1018.398451,,Sounds_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1022.499172,,Sounds_response,3.6,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
ESQ,1022.500503,,Deliberate_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1026.469154,,Deliberate_response,6,Movie Task,1,5,,Marker Started at 6,Movie Task-summer
ESQ,1026.470791,,Intrusive_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1030.871616,,Intrusive_response,4.6,Movie Task,1,5,,Marker Started at 6,Movie Task-summer
ESQ,1030.872403,,Emotion_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1035.409135,,Emotion_response,3.8,Movie Task,1,5,,Marker Started at 2,Movie Task-summer
Movie prompt 4 summer.mp4,1035.425792,,,,Movie Task,1,5,,0,
ESQ,1089.130846,,Focus_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1096.823482,,Focus_response,7.7,Movie Task,1,5,,Marker Started at 10,Movie Task-summer
ESQ,1096.824804,,Self_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1100.209914,,Self_response,1,Movie Task,1,5,,Marker Started at 5,Movie Task-summer
ESQ,1100.211573,,Knowledge_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1104.078968,,Knowledge_response,4,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,1104.0803,,Words_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1106.581204,,Words_response,9,Movie Task,1,5,,Marker Started at 9,Movie Task-summer
ESQ,1106.582988,,Sounds_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1109.366179,,Sounds_response,4.1,Movie Task,1,5,,Marker Started at 6,Movie Task-summer
ESQ,1109.367756,,Deliberate_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1113.486328,,Deliberate_response,4,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,1113.488043,,Distracting_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1116.756111,,Distracting_response,1,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,1116.762737,,Past_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1120.276695,,Past_response,4,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,1120.278087,,Absorption_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1123.812102,,Absorption_response,7.1,Movie Task,1,5,,Marker Started at 10,Movie Task-summer
ESQ,1123.813453,,Detailed_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1128.481511,,Detailed_response,6.9,Movie Task,1,5,,Marker Started at 10,Movie Task-summer
ESQ,1128.482051,,Emotion_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1131.851204,,Emotion_response,2.8,Movie Task,1,5,,Marker Started at 7,Movie Task-summer
ESQ,1131.852727,,Future_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1138.823255,,Future_response,5.5,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,1138.824896,,Problem_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1142.642684,,Problem_response,6.6,Movie Task,1,5,,Marker Started at 10,Movie Task-summer
ESQ,1142.643527,,Other_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1145.763216,,Other_response,10,Movie Task,1,5,,Marker Started at 10,Movie Task-summer
ESQ,1145.764539,,Images_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1149.349341,,Images_response,5.7,Movie Task,1,5,,Marker Started at 4,Movie Task-summer
ESQ,1149.350901,,Intrusive_start,,Movie Task,1,5,,,Movie Task-summer
ESQ,1152.284327,,Intrusive_response,4.5,Movie Task,1,5,,Marker Started at 6,Movie Task-summer
Movie prompt 5 summer.mp4,1152.301127,,,,Movie Task,1,5,,0,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,1245.115727,,,,,,,,,
ESQ,1247.556618,,Past_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1250.511597,,Past_response,4,Experience Sampling Questions,1,5,,Marker Started at 4,Movie Task-Movie Task-summer
ESQ,1250.516881,,Other_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1253.732428,,Other_response,8.5,Experience Sampling Questions,1,5,,Marker Started at 4,Movie Task-Movie Task-summer
ESQ,1253.733922,,Intrusive_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1256.615922,,Intrusive_response,4.8,Experience Sampling Questions,1,5,,Marker Started at 3,Movie Task-Movie Task-summer
ESQ,1256.617179,,Knowledge_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1260.068553,,Knowledge_response,8.1,Experience Sampling Questions,1,5,,Marker Started at 6,Movie Task-Movie Task-summer
ESQ,1260.06992,,Problem_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1263.17177,,Problem_response,7.5,Experience Sampling Questions,1,5,,Marker Started at 9,Movie Task-Movie Task-summer
ESQ,1263.172869,,Detailed_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1266.34055,,Detailed_response,7.1,Experience Sampling Questions,1,5,,Marker Started at 9,Movie Task-Movie Task-summer
ESQ,1266.3421,,Focus_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1270.359934,,Focus_response,2.6,Experience Sampling Questions,1,5,,Marker Started at 2,Movie Task-Movie Task-summer
ESQ,1270.360512,,Deliberate_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1273.430824,,Deliberate_response,4.9,Experience Sampling Questions,1,5,,Marker Started at 8,Movie Task-Movie Task-summer
ESQ,1273.431412,,Images_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1277.216569,,Images_response,4.8,Experience Sampling Questions,1,5,,Marker Started at 3,Movie Task-Movie Task-summer
ESQ,1277.217027,,Self_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1281.836476,,Self_response,2.9,Experience Sampling Questions,1,5,,Marker Started at 10,Movie Task-Movie Task-summer
ESQ,1281.838043,,Emotion_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1285.406028,,Emotion_response,4.3,Experience Sampling Questions,1,5,,Marker Started at 6,Movie Task-Movie Task-summer
ESQ,1285.407366,,Words_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1289.058528,,Words_response,6.6,Experience Sampling Questions,1,5,,Marker Started at 3,Movie Task-Movie Task-summer
ESQ,1289.06031,,Sounds_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1293.378551,,Sounds_response,5.3,Experience Sampling Questions,1,5,,Marker Started at 10,Movie Task-Movie Task-summer
ESQ,1293.37907,,Distracting_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1298.148663,,Distracting_response,3,Experience Sampling Questions,1,5,,Marker Started at 6,Movie Task-Movie Task-summer
ESQ,1298.150332,,Absorption_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1301.820619,,Absorption_response,7.9,Experience Sampling Questions,1,5,,Marker Started at 10,Movie Task-Movie Task-summer
ESQ,1301.821212,,Future_start,,Experience Sampling Questions,1,5,,,Movie Task-Movie Task-summer
ESQ,1305.321496,,Future_response,7.8,Experience Sampling Questions,1,5,,Marker Started at 7,Movie Task-Movie Task-summer
EXPERIMENT DATA:,Movie Task,,,,,,,,,
Start Time,1305.3351,,,,,,,,,
Movie Task Start,1305.335133,,,,Movie Task,1,5,,,
Movie Init,1322.011145,,,,Movie Task,1,5,,,
Movie Start,1322.012881,,,,Movie Task,1,5,,c4.mp4,
ESQ,1467.59386,,Words_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1491.236828,,Words_response,7.4,Movie Task,1,5,,Marker Started at 10,Movie Task-c4
ESQ,1491.238511,,Absorption_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1494.154178,,Absorption_response,6.4,Movie Task,1,5,,Marker Started at 8,Movie Task-c4
ESQ,1494.155508,,Knowledge_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1497.973758,,Knowledge_response,1,Movie Task,1,5,,Marker Started at 5,Movie Task-c4
ESQ,1497.974911,,Problem_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1502.711364,,Problem_response,2.1,Movie Task,1,5,,Marker Started at 4,Movie Task-c4
ESQ,1502.712622,,Self_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1506.598021,,Self_response,3.8,Movie Task,1,5,,Marker Started at 10,Movie Task-c4
ESQ,1506.599344,,Emotion_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1510.46686,,Emotion_response,5.8,Movie Task,1,5,,Marker Started at 8,Movie Task-c4
ESQ,1510.468222,,Detailed_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1513.335427,,Detailed_response,3.6,Movie Task,1,5,,Marker Started at 5,Movie Task-c4
ESQ,1513.336756,,Focus_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1518.556775,,Focus_response,6.4,Movie Task,1,5,,Marker Started at 7,Movie Task-c4
ESQ,1518.558188,,Images_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1521.760281,,Images_response,6,Movie Task,1,5,,Marker Started at 6,Movie Task-c4
ESQ,1521.761507,,Distracting_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1525.327884,,Distracting_response,4.9,Movie Task,1,5,,Marker Started at 4,Movie Task-c4
ESQ,1525.329216,,Past_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1529.515372,,Past_response,5.1,Movie Task,1,5,,Marker Started at 7,Movie Task-c4
ESQ,1529.517065,,Intrusive_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1531.833838,,Intrusive_response,3,Movie Task,1,5,,Marker Started at 3,Movie Task-c4
ESQ,1531.835412,,Future_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1537.721253,,Future_response,9.6,Movie Task,1,5,,Marker Started at 6,Movie Task-c4
ESQ,1537.722533,,Other_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1540.940878,,Other_response,7.7,Movie Task,1,5,,Marker Started at 9,Movie Task-c4
ESQ,1540.942072,,Sounds_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1543.909652,,Sounds_response,4,Movie Task,1,5,,Marker Started at 4,Movie Task-c4
ESQ,1543.910754,,Deliberate_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1546.877948,,Deliberate_response,4,Movie Task,1,5,,Marker Started at 4,Movie Task-c4
Movie prompt 1 c4.mp4,1546.896297,,,,Movie Task,1,5,,0,
ESQ,1657.329611,,Focus_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1661.568755,,Focus_response,7.8,Movie Task,1,5,,Marker Started at 4,Movie Task-c4
ESQ,1661.570375,,Self_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1664.672343,,Self_response,5.2,Movie Task,1,5,,Marker Started at 9,Movie Task-c4
ESQ,1664.673711,,Knowledge_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1667.490629,,Knowledge_response,3.1,Movie Task,1,5,,Marker Started at 2,Movie Task-c4
ESQ,1667.49116,,Detailed_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1670.376382,,Detailed_response,4.7,Movie Task,1,5,,Marker Started at 7,Movie Task-c4
ESQ,1670.377609,,Sounds_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1673.227634,,Sounds_response,4.1,Movie Task,1,5,,Marker Started at 8,Movie Task-c4
ESQ,1673.229287,,Distracting_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1676.847643,,Distracting_response,6.7,Movie Task,1,5,,Marker Started at 3,Movie Task-c4
ESQ,1676.848983,,Images_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1680.817691,,Images_response,5.2,Movie Task,1,5,,Marker Started at 7,Movie Task-c4
ESQ,1680.819056,,Past_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1683.553036,,Past_response,4.1,Movie Task,1,5,,Marker Started at 6,Movie Task-c4
ESQ,1683.554389,,Future_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1686.122783,,Future_response,9,Movie Task,1,5,,Marker Started at 9,Movie Task-c4
ESQ,1686.124412,,Problem_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1690.509575,,Problem_response,2.1,Movie Task,1,5,,Marker Started at 7,Movie Task-c4
ESQ,1690.511017,,Absorption_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1693.494959,,Absorption_response,4.6,Movie Task,1,5,,Marker Started at 7,Movie Task-c4
ESQ,1693.49629,,Emotion_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1697.547503,,Emotion_response,5.8,Movie Task,1,5,,Marker Started at 3,Movie Task-c4
ESQ,1697.548075,,Words_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1702.552902,,Words_response,7.3,Movie Task,1,5,,Marker Started at 10,Movie Task-c4
ESQ,1702.554316,,Deliberate_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1705.13761,,Deliberate_response,4.7,Movie Task,1,5,,Marker Started at 7,Movie Task-c4
ESQ,1705.138956,,Other_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1708.490655,,Other_response,8.1,Movie Task,1,5,,Marker Started at 9,Movie Task-c4
ESQ,1708.491912,,Intrusive_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1711.12518,,Intrusive_response,4.2,Movie Task,1,5,,Marker Started at 8,Movie Task-c4
Movie prompt 2 c4.mp4,1711.142245,,,,Movie Task,1,5,,0,
ESQ,1867.546512,,Deliberate_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1871.867855,,Deliberate_response,4.5,Movie Task,1,5,,Marker Started at 7,Movie Task-c4
ESQ,1871.869208,,Focus_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1876.138254,,Focus_response,4.8,Movie Task,1,5,,Marker Started at 6,Movie Task-c4
ESQ,1876.139846,,Past_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1880.442206,,Past_response,4.9,Movie Task,1,5,,Marker Started at 6,Movie Task-c4
ESQ,1880.443557,,Emotion_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1884.011774,,Emotion_response,5.5,Movie Task,1,5,,Marker Started at 9,Movie Task-c4
ESQ,1884.013053,,Other_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1886.597186,,Other_response,8,Movie Task,1,5,,Marker Started at 8,Movie Task-c4
ESQ,1886.598508,,Future_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1889.41763,,Future_response,9,Movie Task,1,5,,Marker Started at 9,Movie Task-c4
ESQ,1889.418863,,Knowledge_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1893.452891,,Knowledge_response,2.6,Movie Task,1,5,,Marker Started at 10,Movie Task-c4
ESQ,1893.453996,,Sounds_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1896.371706,,Sounds_response,2.8,Movie Task,1,5,,Marker Started at 2,Movie Task-c4
ESQ,1896.372884,,Problem_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1901.074824,,Problem_response,3.6,Movie Task,1,5,,Marker Started at 6,Movie Task-c4
ESQ,1901.075481,,Intrusive_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1903.677127,,Intrusive_response,2.9,Movie Task,1,5,,Marker Started at 2,Movie Task-c4
ESQ,1903.678521,,Absorption_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1908.114345,,Absorption_response,5.9,Movie Task,1,5,,Marker Started at 9,Movie Task-c4
ESQ,1908.115674,,Distracting_start,,Movie Task,1,5,,,Movie Task-c4
ESQ,1913.567697,,Distracting_response,3.9,Movie Task,1,5,,Marker Started at 8,Movie Task-c4
ESQ,1913.569047,,Words_start,,Movie Task,1,5,,,Movie Task-c4
