METADATA:
Experiment Seed,Probe 1 Version,Probe 2 Version,Probe 3 Version,Subject
9671929,7,4,13,091
Time after setup,30.57492879999336
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task
Start Time,64.57342850003624
Movie Task Start,64.57346570002846,,,,Movie Task,1,7,,,
Movie Init,98.37549679999938,,,,Movie Task,1,7,,,
Movie Start,98.3831768000382,,,,Movie Task,1,7,,lms.mp4,
ESQ,260.37924480001675,,Focus_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,274.87393440003507,,Focus_response,1.6999999999999993,Movie Task,1,7,,Marker Started at 3,Movie Task-lms
ESQ,274.8762947000214,,Deliberate_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,286.13278729998274,,Deliberate_response,5.6000000000000005,Movie Task,1,7,,Marker Started at 2,Movie Task-lms
ESQ,286.1340852000285,,Knowledge_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,292.45455930003664,,Knowledge_response,8.599999999999987,Movie Task,1,7,,Marker Started at 5,Movie Task-lms
ESQ,292.4561205999926,,Intrusive_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,298.30781229998684,,Intrusive_response,6.200000000000003,Movie Task,1,7,,Marker Started at 7,Movie Task-lms
ESQ,298.30936489999294,,Absorption_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,305.6647182999877,,Absorption_response,3.0000000000000018,Movie Task,1,7,,Marker Started at 6,Movie Task-lms
ESQ,305.6652100000065,,Future_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,310.88550420000684,,Future_response,3.6000000000000094,Movie Task,1,7,,Marker Started at 8,Movie Task-lms
ESQ,310.8859809000278,,Distracting_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,315.87302240001736,,Distracting_response,2.3000000000000154,Movie Task,1,7,,Marker Started at 10,Movie Task-lms
ESQ,315.8745847999817,,Past_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,323.7798560000374,,Past_response,8.699999999999989,Movie Task,1,7,,Marker Started at 3,Movie Task-lms
ESQ,323.7813900000183,,Emotion_start,,Movie Task,1,7,,,Movie Task-lms
ESQ,329.4339035000303,,Emotion_response,3.8000000000000167,Movie Task,1,7,,Marker Started at 10,Movie Task-lms
ESQ,329.4354123999947,,Other_start,,Movie Task,1,7,,,Movie Task-lms
